Series Name,Series Code,Country Name,Country Code,2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015]
Population growth (annual %),SP.POP.GROW,Chile,CHL,1.19601925947085,1.15569441781061,1.10379186272101,1.04651515030085,1.00938163923532,0.992481122862039,0.976434392610197,0.978803488234499,0.999137869915681,1.00886800592722,1.00455362363927,0.986604121119825,0.959562935237505,0.95374468290385,0.996818460180589,1.0215666887643
Population growth (annual %),SP.POP.GROW,China,CHN,0.787956592953992,0.726380637838525,0.669999567758626,0.622860936133583,0.593932815112141,0.588124989556992,0.558374367373002,0.522271866392275,0.51238693163744,0.497381400884935,0.482959688678361,0.546457594880274,0.678345458846803,0.666072977690069,0.630326389541893,0.581456146657648
Population growth (annual %),SP.POP.GROW,Colombia,COL,1.63798274950516,1.57194688390217,1.53792282248162,1.5081090586904,1.46883725533231,1.4002642115634,1.32542990992624,1.26689099629201,1.20339154806457,1.16491370094378,1.13596836363633,1.07133727666266,1.00290782655336,0.948709328751527,0.892711563926366,0.864942376762699
Population growth (annual %),SP.POP.GROW,Comoros,COM,1.91989444545768,2.05675116831034,2.11608023442771,1.92701943618421,1.89592485384757,2.04084019817184,2.0170547631074,1.99305922756432,1.98685114604965,1.98865318234701,1.98790768401212,1.99871797531046,2.01149862727803,2.11384957294193,2.17541496047092,2.11093338446849
Population growth (annual %),SP.POP.GROW,"Congo, Dem. Rep.",COD,3.20780748301006,3.1670663452371,3.05620605844951,2.92124332432638,2.94457864295254,3.07172770424984,3.08284543640824,3.02531584938763,3.01581282864875,3.09097719189927,3.18751592835336,3.28016564590395,3.33860489598034,3.40170849300578,3.39069033335839,3.3022434270539
Population growth (annual %),SP.POP.GROW,"Congo, Rep.",COG,3.83186610159414,3.77361792459761,2.36249435317099,2.79519896193446,3.41769832826944,3.60380377830421,3.74399199815897,3.65924543843284,3.28885266905607,3.99594017742806,4.14243050486562,3.25058981932031,2.79640825415116,2.43092781986762,2.41608932821437,2.41638740919909
Population growth (annual %),SP.POP.GROW,Costa Rica,CRI,1.93953648052985,1.79219125961783,1.65151245454059,1.53582870223889,1.47010716590985,1.44571011925289,1.40053416057494,1.35398044462869,1.35616451871952,1.33639622760454,1.24057536472066,1.17549258554055,1.16676672488044,1.11328546681261,1.07499865275958,1.06246520512643
Population growth (annual %),SP.POP.GROW,Cote d'Ivoire,CIV,2.76729583954346,2.67539291726228,2.58396350857445,2.49227881118865,2.42497124712807,2.38748971138117,2.35559796287643,2.3271214491968,2.27477682329573,2.22245214914258,2.20359114199838,2.17265768049368,2.08872019159152,1.99427988380631,2.42493545476417,2.88906178023194
Population growth (annual %),SP.POP.GROW,Croatia,HRV,-0.986434858645568,-3.8476707266781,0.0588712912047699,0.0284699231131846,0.0279042785156658,0.128732789322745,0.0235231237565747,-0.0218526602655707,-0.0118794578559279,-0.10502751669287,-0.226821270818422,-0.345264228485821,-0.474278461071106,-0.622679127955842,-0.766382113019195,-1.19410185876662
Population growth (annual %),SP.POP.GROW,Cuba,CUB,0.332523063476085,0.314767893063089,0.298241158634859,0.28557024938914,0.261696675732895,0.211525541164423,0.141927411231616,0.0773027495682228,0.0397714096996831,0.0261838045235437,0.023813604568028,0.0368335212213653,0.0141917100302061,-0.0443159532912746,-0.109741702698894,-0.0949432805207596
Population growth (annual %),SP.POP.GROW,Curacao,CUW,-4.07538613162288,-3.6617798581649,0.122361119924304,2.06210246711066,1.72502952808587,2.55007380740239,2.56811425717747,1.97486219793502,1.25822530732751,0.65115206175087,1.26551415533004,1.42089766276671,0.829929595036991,1.13367890654299,1.34764139563651,1.31959390251523
Population growth (annual %),SP.POP.GROW,Cyprus,CYP,1.74925863858297,1.72198539478757,1.77978522540643,1.83243139832695,1.8127204878139,1.77957653069647,1.74760698284514,1.72029297747734,1.69266521990115,1.66746501269811,1.64898311615441,1.6424698555703,1.63540837414934,1.57480485967812,1.50114149056878,1.46213136863434
Population growth (annual %),SP.POP.GROW,Czechia,CZE,-0.280414108078884,-0.375719704335905,-0.192901617564167,-0.028620590719166,0.0304348483027166,0.138325980046718,0.270795629232185,0.583542205385113,0.829412602993033,0.569729451418061,0.29136167418042,0.206747667335417,0.139925655740972,0.0331699460503076,0.105277581527518,0.196588748472653
Population growth (annual %),SP.POP.GROW,Denmark,DNK,0.334233618829261,0.358315678955486,0.319487125340996,0.272010444031566,0.258432282052875,0.275481733409308,0.328645158919929,0.443466054321374,0.587547590258978,0.535079062079429,0.444197154509531,0.411737855195019,0.376272242619955,0.416901360752097,0.507053283010163,0.706423849687002
Population growth (annual %),SP.POP.GROW,Djibouti,DJI,3.13983453232405,3.16034601005493,3.09696092483835,2.23054155487864,1.53756010632665,1.56648498246787,1.95849040506805,2.16896750475782,2.06043519210448,2.08325510197307,2.03332270229716,1.94884944824561,1.8993890613377,1.85261177020025,1.80056496059208,1.73961273409176
Population growth (annual %),SP.POP.GROW,Dominica,DMA,-0.522635323904246,-0.326026063827631,0.115619638945565,0.239594557194758,0.172036782480506,0.123741672326271,0.104696825035423,0.059570080147079,0.0101669559495206,0.0145224299184914,-0.00726095133303796,0.281339010328044,0.094086320276983,0.860031375499996,0.9394164226089,0.0525631657968539
Population growth (annual %),SP.POP.GROW,Dominican Republic,DOM,1.62045560357101,1.57295522360966,1.50182779865574,1.43989527377933,1.37429292476688,1.31090240619311,1.25120281923629,1.21803887479734,1.23469232350419,1.26774062661765,1.28013209833069,1.26934108138221,1.24691664021516,1.21814094005704,1.18674032060011,1.14988204322301
Population growth (annual %),SP.POP.GROW,Ecuador,ECU,1.73622001498213,1.73078123060297,1.74851970226664,1.76411317879339,1.75235156486952,1.72987869573938,1.7182541754606,1.70789173160639,1.70519778784789,1.7057702083506,1.67708805313164,1.6415369766541,1.59213440589397,1.49740896116979,1.43205886583809,1.43093059839379
Population growth (annual %),SP.POP.GROW,"Egypt, Arab Rep.",EGY,2.16091978529782,2.12380362345226,2.10372359745955,2.09545323003183,2.06437734857129,2.02220952721924,1.95291342300488,1.88753217077119,1.86740413264217,1.88836522446639,1.91795124102801,2.1044607622412,2.24475795490011,2.30526364315625,2.27643956620182,2.09892554805563
Population growth (annual %),SP.POP.GROW,El Salvador,SLV,0.497012728838862,0.414627692393218,0.310690003422966,0.199712545823042,0.101172439142576,0.0151037668199,-0.0542809466140504,0.124956903635591,0.32349566022278,0.314334857085954,0.329632681613896,0.359883978139975,0.390819912101065,0.405850184762601,0.392073398284828,0.335654632494608
Population growth (annual %),SP.POP.GROW,Equatorial Guinea,GNQ,5.26428495953201,6.41008323195062,6.2200195333548,6.06631754137354,5.95846501494265,5.13840208613784,4.43647900593476,4.51135451899463,4.57370994415875,4.60787133294314,4.59586770504622,4.34060206449919,4.07484554769573,3.99605995538999,3.90501924555756,3.79160484192286
Population growth (annual %),SP.POP.GROW,Eritrea,ERI,1.53601457156771,2.85373304958379,3.43914956264516,4.13103377544635,4.10022739741036,2.39315582930907,1.57651841967655,1.45851723438561,2.63004117479615,2.50908465799155,1.96475727107645,1.79351881087532,1.27590736754429,1.22305147270022,0.674705166672434,0.334574415524454
Population growth (annual %),SP.POP.GROW,Estonia,EST,0.483707161729931,-0.63696312445507,-0.633433796423808,-0.627622448059203,-0.597820510395586,-0.572255524659659,-0.589655559840225,-0.456188535090031,-0.268133719541207,-0.192768077420229,-0.22805796852935,-0.303582823643979,-0.357944411443807,-0.355891802625531,-0.262256175097854,0.0655525295417938
Population growth (annual %),SP.POP.GROW,Ethiopia,ETH,3.06823302462214,3.03351132311934,3.04403477269573,3.02102233073437,2.99474712931538,2.96602247201649,2.93729031507005,2.93015925736888,2.89435688963486,2.83966010377931,2.83517457968806,2.84354457485296,2.80390393439601,2.71847231803133,2.68299781796922,2.68480186138776
Population growth (annual %),SP.POP.GROW,Faroe Islands,FRO,1.33775372322055,1.90721125852353,1.48986474020279,1.46174758701968,0.730172510601633,-0.0516833270758382,-0.0496411369740636,0.0889229014371259,0.34872359301474,0.501346875989747,-0.275018644732287,-0.234568008788139,-0.520479519357871,-0.0932285098134919,0.376523605142669,0.971968732398671
Population growth (annual %),SP.POP.GROW,Fiji,FJI,1.08577609197596,1.02774927786764,0.990026503572045,0.955390066776006,0.928394421815226,0.912261662506839,0.900982208728377,0.835147738211046,0.618134789575492,0.424160517694519,0.34990116341096,0.28188992280493,0.211061144367838,0.156612656036956,0.134464835572885,0.108160342715375
Population growth (annual %),SP.POP.GROW,Finland,FIN,0.2076065154133,0.227687341886374,0.242381050233372,0.238457240068217,0.290350361518584,0.342248594286999,0.383777136305104,0.425429832100631,0.465549284507694,0.478246393482911,0.457494535465831,0.463558707499131,0.475809486683209,0.460723772785295,0.413560207519414,0.329383885818507
Population growth (annual %),SP.POP.GROW,France,FRA,0.686335719566776,0.7289939490983,0.727033002641047,0.705638836747311,0.732625502527391,0.751885116821619,0.696338574828463,0.618225682593305,0.558020613148126,0.513351013325229,0.492976371032656,0.482667411007127,0.483714919435185,0.516915013016667,0.474847846171767,0.355569240058298
Population growth (annual %),SP.POP.GROW,French Polynesia,PYF,1.56922864809839,1.55235821897967,1.49553890144445,1.54664965449538,1.58373949574295,1.49587093988006,1.42179044575073,1.21399894849188,0.725858946942358,0.409772633029491,0.406991623911333,0.423008262968887,0.498155436017889,0.600207711920296,0.602054021803628,0.53369255935478
Population growth (annual %),SP.POP.GROW,Gabon,GAB,2.58540209287646,2.6318642070048,2.67810322358967,2.72905696679518,2.80043793009716,2.90380819435636,3.01803087434569,3.12630083622847,3.22072516127824,3.32765333333101,3.44994267851283,3.54739719912158,3.57746904510728,3.52009296367142,3.35844001734251,3.11465625322556
Population growth (annual %),SP.POP.GROW,"Gambia, The",GMB,2.73837212713207,2.70699337593192,2.68468779375919,2.69312348458537,2.73240205558954,2.78121010687734,2.852561853424,2.90157035551494,2.90664631280342,2.90429853945953,2.90737929979677,2.92337692748517,2.94591935774346,2.92894143394412,2.84475839442236,2.73428839872651
Population growth (annual %),SP.POP.GROW,Georgia,GEO,-1.9446291567975,-1.55123839698929,-0.89725367267161,-0.675365805865971,-0.619262410024726,-0.635292218459481,-0.568484712403705,-0.521646734447263,-0.303790529341209,-0.888185042750245,-0.729475256932528,-0.802164039694326,-0.736565518814038,-0.300972141406188,0.0469539002549217,0.157481405176007
Population growth (annual %),SP.POP.GROW,Germany,DEU,0.135431600393084,0.168225361337335,0.168128319406931,0.0553633035873241,-0.021709727650009,-0.0567782618352031,-0.112797497644931,-0.133718572600486,-0.190142844695674,-0.253383410163402,-0.153198446937304,-1.8537146287573,0.187727800567293,0.272900214681538,0.416877359168292,0.865702643950251
Population growth (annual %),SP.POP.GROW,Ghana,GHA,2.51243583964957,2.6631054412646,2.75013769977312,2.69999623325849,2.64856422445373,2.62275723095941,2.59967236461776,2.57742881770877,2.5377798286274,2.49528498609835,2.43301424000427,2.40497145453178,2.4199090803465,2.40927930949909,2.36498553072391,2.30712733064921
Population growth (annual %),SP.POP.GROW,Gibraltar,GIB,0.0613707353064771,-0.187840968427667,0.627164685467723,1.57921471055966,1.54769798714191,1.54811481907819,1.46708555733008,1.38257235844791,1.34727869179767,1.33910159620069,1.3694209589518,1.30986803185429,1.15876879502585,1.17327064425681,1.24503294852893,1.1514231987378
Population growth (annual %),SP.POP.GROW,Greece,GRC,0.409041838238246,0.51988446396193,0.366566462148184,0.238643175320258,0.247413542822812,0.293249074052818,0.30033180096664,0.254757581935775,0.265457836726293,0.263026401346927,0.128880432668041,-0.147951277402184,-0.540752950543684,-0.725120806658085,-0.666113290031891,-0.658861360878339
Population growth (annual %),SP.POP.GROW,Greenland,GRL,0.178094437099469,0.266548358613988,0.45857426832132,0.27519554474986,0.256870544844429,0.0421622197627189,-0.283179181223717,-0.386485846698679,-0.402186876651222,-0.00887697402292811,1.02802332572502,-0.0263631971297131,-0.14072121935205,-0.577265864735276,-0.333398666658893,-0.322038549275343
Population growth (annual %),SP.POP.GROW,Grenada,GRD,0.676075747933343,0.497591980928424,0.385413918499282,0.44181066675233,0.402370769308206,0.375245239614051,0.364763058562721,0.350771012752736,0.337822901198071,0.322305028053305,0.297971859311282,0.440838574124411,0.619070350394075,0.629360962214971,0.566738037163935,0.475508745345535
Population growth (annual %),SP.POP.GROW,Guam,GUM,1.11575065774253,0.786577544702888,0.609313350805491,0.505144689798619,0.411688102683209,0.338234496297291,0.287967538398627,0.259310790976279,0.257433064578674,0.289273583143063,0.209801847347007,0.0126101511883972,-0.127375540693071,-0.219683082780057,-0.289634900711689,-0.351704858120325
Population growth (annual %),SP.POP.GROW,Guatemala,GTM,2.37572059022903,2.29722223631695,2.29188375209677,2.25198017204481,2.22294147751077,2.16441478461999,2.11558878139909,2.10656403182052,2.05271863868285,1.99245795432888,1.9815646590713,1.99386386318175,1.99138673642109,1.95360189099984,1.89511231857489,1.83250767864618
Population growth (annual %),SP.POP.GROW,Guinea,GIN,1.96135964318577,1.3098114321983,1.55813303817429,2.24251877202579,2.14071157501219,2.00041954618802,2.09058658116716,2.31497296404672,2.41908604968745,2.44158489420853,2.45929310036327,2.47697352651722,2.45416156342286,2.44471498509098,2.48019346390261,2.53151277572433
Population growth (annual %),SP.POP.GROW,Guinea-Bissau,GNB,2.00706384351502,2.12602969093669,2.19833363261225,2.26219170729877,2.30540545476551,2.34505544706955,2.41122516333709,2.48996828898925,2.52259007377628,2.54277273891846,2.58492032110101,2.62922766462762,2.65952739224803,2.66229101877146,2.62731155689981,2.57045957815277
Population growth (annual %),SP.POP.GROW,Guyana,GUY,0.0456413500238234,-0.0464261972402426,-0.107975187978655,-0.0721793274906879,-0.0895433023955464,-0.197461943777183,-0.256336166889951,-0.277736358188614,-0.298385829541619,-0.333444259304938,-0.378060196527414,-0.41500411640408,0.0180911674723709,0.498962145496388,0.559482928582681,0.601716278706478
Population growth (annual %),SP.POP.GROW,Haiti,HTI,1.84581482966936,1.82314699522453,1.77837458948683,1.75355620763416,1.70178992075307,1.6805859467599,1.69924650861823,1.68627123390703,1.66611362408622,1.65252529367171,1.16672671353074,1.13206279763289,1.54988860322553,1.50397078747826,1.46512576303264,1.43574035756707
Population growth (annual %),SP.POP.GROW,Honduras,HND,2.73259067031821,2.70297142800253,2.64113992979828,2.56598338265854,2.49393448320234,2.42763175756451,2.35854731680492,2.29767725446285,2.24385864950969,2.18878854544431,2.12597244017857,2.06679823709264,2.02251270813154,1.97914318489325,1.93678209287486,1.90365241356179
Population growth (annual %),SP.POP.GROW,"Hong Kong SAR, China",HKG,0.881594075853745,0.736962668138432,0.44284682728195,-0.197404126472125,0.77991856230718,0.436871406105885,0.642270482876128,0.859633272217027,0.598238786949717,0.215353334344996,0.734446396338105,0.672543291818633,1.1039579972368,0.401982535858444,0.702370950536049,0.851197911086988
Population growth (annual %),SP.POP.GROW,Hungary,HUN,-0.259764908288633,-0.229379183308447,-0.28475137719698,-0.286433268128688,-0.221439378654807,-0.198878843237103,-0.155716484651578,-0.154915158060948,-0.17509736747488,-0.154908813950621,-0.226013875689698,-0.283360435946948,-0.516437606548041,-0.27536875707442,-0.269378767165116,-0.237855001984657
Population growth (annual %),SP.POP.GROW,Iceland,ISL,1.36919283329812,1.32929525456819,0.892596377462957,0.692497620476186,0.8779361576874,1.58289197780465,2.34742243028387,2.53008548940662,1.85957217059918,0.341241978970882,-0.143903000294037,0.305468368224399,0.532100734916982,0.945885900369151,1.11250475522796,1.04194038662969
Population growth (annual %),SP.POP.GROW,India,IND,1.87939826197393,1.87060822112685,1.81129424097937,1.73438204419235,1.7035704679088,1.63142146860079,1.56412522526913,1.50599144392136,1.43877181746736,1.44601731955273,1.45460361883041,1.41682761544376,1.37405616603306,1.33270430507476,1.26129027125347,1.19285563384335
Population growth (annual %),SP.POP.GROW,Indonesia,IDN,1.43244007763682,1.38801892806803,1.35572575488289,1.32378197652859,1.27101139474106,1.28380661170743,1.32525502272966,1.32086532413059,1.29735043016571,1.26698625068088,1.26054140134601,1.27668830646548,1.28583816632167,1.24038001568984,1.17536091203837,1.12233981761262
Population growth (annual %),SP.POP.GROW,"Iran, Islamic Rep.",IRN,1.47619563346635,1.54382818918331,0.82578098646242,1.10838882782602,2.13922055681238,2.21304950909032,2.15444092874448,1.63508865342221,1.214476845232,1.24185106066412,1.25167392158024,1.2358675452331,1.25130743376216,1.30690505728311,1.343129076071,1.36159478810594
Population growth (annual %),SP.POP.GROW,Iraq,IRQ,3.27752785249419,3.1189728301308,3.15904988797352,3.01523235753789,2.85128305805808,2.96374347121646,0.733263441372763,-0.789042539847969,2.02029989529593,3.6839129631095,3.23138521802744,3.53181678520421,4.53892168180122,4.7215668344982,3.53101933211143,2.72710976935126
Population growth (annual %),SP.POP.GROW,Ireland,IRL,1.33304266586712,1.59215149039299,1.68514885730282,1.62895096193019,1.82831381790901,2.17870301355631,2.69600564359576,2.89096000464164,2.03870801117202,1.01566327592341,0.544884384079014,0.436072439258428,0.4237438032978,0.526556158855653,0.731001376585771,0.944845307474728
Population growth (annual %),SP.POP.GROW,Isle of Man,IMN,1.15522158904352,1.07405640261461,1.03935218980227,0.996634656137498,0.947463428784622,0.914679040487355,0.973663908803054,1.05674263402304,1.08105185778631,1.10325545585427,1.1198352163156,0.605035871432298,-0.0557146004442705,-0.230299966457986,-0.296370572754953,-0.35704727903332
Population growth (annual %),SP.POP.GROW,Israel,ISR,2.64233191305756,2.35711729946802,2.01405839404727,1.80551975888109,1.76762364154994,1.76289766113006,1.76780587358185,1.7761008691798,1.7765791059698,2.39020733801215,1.82675240987847,1.84807786159597,1.84615132126711,1.86605289478673,1.91954379859591,1.98128897562083
Population growth (annual %),SP.POP.GROW,Italy,ITA,0.045303631138613,0.0561676014374784,0.148916429490753,0.444507312655549,0.647182705470772,0.491389107503214,0.30055968851778,0.504933687397673,0.662469252941527,0.455613449577732,0.30759122234095,0.171978290995717,0.269541239520996,1.1592511168095,0.917504095962437,-0.0963761331392095
Population growth (annual %),SP.POP.GROW,Jamaica,JAM,0.693820204754118,0.633651755909455,0.614211874970001,0.606020700548159,0.585569135450925,0.553843332498697,0.516033523535749,0.473963945332093,0.435156176173166,0.415917474774269,0.421944554103184,0.432960044008846,0.431454273219438,0.405211603822983,0.360811344710918,0.313958647771979
Population growth (annual %),SP.POP.GROW,Japan,JPN,0.167275578113187,0.240952587521069,0.232527187105684,0.213980948779682,0.0336622582725446,0.00939209655766336,0.0633735894181335,0.114908847726211,0.0484253945978966,-0.0124946312294096,0.0179605415195644,-0.185226486410846,-0.159710675844347,-0.144271883387076,-0.132694222147042,-0.106124993746747
Population growth (annual %),SP.POP.GROW,Jordan,JOR,2.07260479051429,2.0568547225817,2.10844376833598,2.21462077394044,2.41295841696554,2.47713068142819,6.38870724302854,6.03529982681035,2.35427976058258,2.14968786053504,2.15109331746781,2.48202772730679,1.41635205030682,5.19641467868427,9.53920898641561,8.21798329205466
Population growth (annual %),SP.POP.GROW,Kazakhstan,KAZ,0.292205742065896,0.479119436795366,0.519509431468551,0.577653086141081,0.650552959098631,0.74145148778579,0.845600611531775,0.948669591386937,1.03606576058941,1.17001171080735,1.29700375015965,1.35207363651395,1.39710899026626,1.4364978420859,1.46885610538904,1.49239879824091
Population growth (annual %),SP.POP.GROW,Kenya,KEN,3.01293994477925,3.13629206541925,3.14626442047843,3.08528898836117,3.10482476419105,3.07223123352542,3.04704867411558,3.02220921188685,3.02964938264436,3.0211086032266,2.90158845467743,2.75013743696978,2.6080744180495,2.47210752389349,2.33901192230694,2.2270329432256
Population growth (annual %),SP.POP.GROW,Kiribati,KIR,1.69232269333491,1.92464085158861,2.11290506977471,2.05007206544672,2.00784628062857,2.00913413829946,2.00156137723437,2.02990862877029,2.08839816441385,2.1311838506713,2.07935139998903,1.77163616343889,1.46864224692138,1.37450090282755,1.29865154429976,1.28285862528713
Population growth (annual %),SP.POP.GROW,"Korea, Dem. People's Rep.",PRK,0.713737031349431,0.629505065124145,0.538597623627137,0.609594776390389,0.680784098097041,0.581650142448516,0.523597022459874,0.495725212967157,0.478578548402947,0.458128289665172,0.436879111426513,0.44171264179715,0.452614172409074,0.465850679497933,0.479753931920185,0.486366779009783
Population growth (annual %),SP.POP.GROW,"Korea, Rep.",KOR,0.836180864297766,0.767241774760276,0.577957276814842,0.518321452985646,0.396331436697806,0.211997784117548,0.525199940498775,0.505234032920336,0.759316681850927,0.514682827535803,0.49822508440111,0.768971758582589,0.525713660600414,0.455218622164662,0.628149861433639,0.527288497407793
Population growth (annual %),SP.POP.GROW,Kosovo,XKX,-3.75823655438575,0.967073945714176,0.518048842761047,-0.165650264252757,-0.20064639951827,-0.242727164946393,-0.290519126204048,-0.330647483019233,-0.345681218030727,-0.343592772985139,-0.331415173591033,0.179071579276493,0.843388368514639,0.606471214728733,-0.293645848305844,-1.36150828171389
Population growth (annual %),SP.POP.GROW,Kuwait,KWT,2.83716577319158,2.69581257247854,2.54939023844888,2.39381864306604,2.22351628059893,3.61741976368303,5.56242109286012,5.87754467695609,5.5655156760957,5.29095352887972,5.15506049102987,6.23757792955185,6.31732211154715,4.98967404324728,4.40657207759868,4.49910219971801
Population growth (annual %),SP.POP.GROW,Kyrgyz Republic,KGZ,1.18988544310767,0.949086479978702,0.918535573538905,1.0485234010087,1.21019167081127,1.12838470190338,1.07376877728338,0.953810158205738,0.951059596690247,1.32447839254888,1.4261662918386,1.44418816160002,1.88402178039579,2.18875701963339,2.20324802937797,2.24669276233179
Population growth (annual %),SP.POP.GROW,Lao PDR,LAO,1.67898547843134,1.64839890567014,1.60628714871708,1.53964095162728,1.45793744820894,1.50884118892528,1.58338798520366,1.54812352499039,1.5195940495706,1.49588633029834,1.47192872108695,1.44814949802327,1.42735442034268,1.40755477426746,1.37876842701215,1.45836474920589
Population growth (annual %),SP.POP.GROW,Latvia,LVA,-0.963935407092365,-1.29148694354873,-1.1618382239436,-0.966400801237561,-1.09131295557421,-1.08057145691172,-0.91727295748817,-0.816175506582982,-1.0509395443743,-1.65102496759116,-2.08130508988111,-1.82076700208005,-1.24035915329271,-1.07103480329077,-0.941743354234222,-0.818626340945853
Population growth (annual %),SP.POP.GROW,Lebanon,LBN,1.72552456653499,1.66252495800846,1.38937527602441,1.37957282493925,1.6169716035759,1.54954660675644,1.69887292002787,1.93814380795793,1.66309647863534,1.34979711881761,0.976748358836896,1.07982379188685,2.70487296695382,9.25490649315042,9.99230472656041,1.95769583624838
Population growth (annual %),SP.POP.GROW,Lesotho,LSO,0.0338894483530851,-0.152817947191406,-0.30904544946415,-0.483449852068026,-0.704216157980622,-0.920090941162442,-0.411119833657806,0.420949997112671,0.677229463442686,0.726654299508152,0.772821659424366,0.885634151913232,1.00510607755205,1.08291299578498,1.14032275206417,1.17199706979444
Population growth (annual %),SP.POP.GROW,Liberia,LBR,3.70256844774732,2.9352375714594,2.60055374367034,0.79655231018503,1.19050087276777,4.46419976403406,5.58972152870902,4.98055607463838,4.05801806274783,3.14360024630264,2.89605811562763,3.92046987945605,3.53448694358844,2.19827693086756,2.08217532534285,2.06297096669961
Population growth (annual %),SP.POP.GROW,Libya,LBY,1.65322614160708,1.84188849101584,1.92033997804202,1.99485254520156,2.06583711688529,2.10615511958762,2.05113885258773,2.05506946829407,2.12409959672873,2.08315407578494,2.0390577056462,-2.4085814162192,-2.61743182302169,2.00744391901146,1.92631083217923,1.61383897825773
Population growth (annual %),SP.POP.GROW,Liechtenstein,LIE,1.30732907481793,1.66774320599301,1.49506432654852,1.13615788435917,1.07405521315503,0.884398828059777,0.81387467447858,0.640125089403045,0.596594686745767,0.755462414857941,0.780339504026041,0.801840223929879,0.945614084833038,0.888098068342956,0.711286542304829,0.658266806602704
Population growth (annual %),SP.POP.GROW,Lithuania,LTU,-0.703385440488978,-0.824008723044179,-0.802765710748508,-0.812278097406687,-1.12299127483243,-1.62840112593427,-1.59637831830094,-1.187947957259,-1.02848317546539,-1.11034575437238,-2.09694341985475,-2.25846389882827,-1.34120198821595,-1.01200736818103,-0.859827343070249,-0.940753796646208
Population growth (annual %),SP.POP.GROW,Luxembourg,LUX,1.34408299573143,1.19045634528707,1.04766081596443,1.21520087964639,1.42133256471314,1.53005466340868,1.59505191774492,1.54438684650549,1.78749663225793,1.85177523043645,1.8254058035237,2.22266050326725,2.40154189982875,2.31117625275217,2.35697870484045,2.35995118136865
Population growth (annual %),SP.POP.GROW,"Macao SAR, China",MAC,0.74592420452155,0.763450787404228,1.03176428295007,1.17915198424063,2.47146053547528,4.05140517951681,5.22537622408586,4.31524098841543,3.73065116368133,-1.05978494919527,0.373134761285818,2.31926463992749,3.27546059752472,4.13923548132925,4.91199595786127,3.3531529872349
Population growth (annual %),SP.POP.GROW,North Macedonia,MKD,0.455448702114895,0.420168685369998,-0.726260079023056,0.127038105260946,-0.323800435972555,-0.539897211401132,-0.55220427661592,-0.570953120211137,-0.578593804248589,-0.646827222901633,-0.63937448291812,-0.458327097678151,-0.391858319665176,-0.368848270904885,-0.268678976911211,-0.267729528193655
Population growth (annual %),SP.POP.GROW,Madagascar,MDG,3.17297260783499,3.0798984770565,2.9899935045994,2.93067077025108,2.91610861061954,2.92926937068758,2.93769107946479,2.93494950819065,2.93532927308935,2.93604117284744,2.90919662127516,2.83965714379658,2.76626312576328,2.71964840033078,2.68077948175383,2.63948434650119
Population growth (annual %),SP.POP.GROW,Malawi,MWI,2.39808527580859,2.41939427546647,2.44868795908692,2.50311318898405,2.58631203946607,2.67801100189358,2.75507030698051,2.82103771276785,2.90426164632368,2.95642545456471,2.94779608735928,2.91504427220952,2.87064589887138,2.83808966369485,2.80479012384928,2.75359183453625
Population growth (annual %),SP.POP.GROW,Malaysia,MYS,2.34480241175698,2.40351289519482,2.41855547054066,2.36624571909165,2.31172452935085,2.26772984873607,2.22705351047756,2.17350461828888,2.09531674831339,1.99206021194285,1.87040612656176,1.75128008243176,1.70269513202166,1.70946282045073,1.7147407282165,1.73319445645586
Population growth (annual %),SP.POP.GROW,Maldives,MDV,1.64706787778788,1.66955947887464,1.67678289699847,1.65789955318333,1.64645534671167,1.65046635945583,2.39322700867029,3.33024681100438,3.53961652894355,3.53754131988817,3.53092174013543,3.50821445523557,3.45705386277423,3.36852336235274,3.33008930667728,3.45425190846638
Population growth (annual %),SP.POP.GROW,Mali,MLI,2.91308874187569,3.00701165563643,3.10676861781848,3.17894001404545,3.23794608826987,3.27522299158149,3.2804387949943,3.28796078422057,3.2862188900418,3.25780569403424,3.2485140091385,3.23250831038309,2.91998728475051,2.92078257453733,3.16065691731413,3.1289280097663
Population growth (annual %),SP.POP.GROW,Malta,MLT,0.645267230900854,0.75110649818537,0.745506921127166,0.657732334391546,0.67162845452858,0.637436918202842,0.364336947162944,0.348755082369901,0.650655460565174,0.753906931031973,0.49118281065151,0.423700885195294,0.899209211902256,1.4040502758129,1.9967544083193,2.38639536345808
Population growth (annual %),SP.POP.GROW,Marshall Islands,MHL,0.998938024888359,0.81902470029652,0.588994174565557,0.415276541845766,0.293918803877236,0.221800143004125,0.165547016575545,0.0826708497774886,-0.00960937876105589,-0.0211438842102896,0.0480478181120274,-0.263585880501686,-0.944590187330327,-1.44566670550716,-1.76164273882982,-2.0204346660438
Population growth (annual %),SP.POP.GROW,Mauritania,MRT,2.78353822069134,2.46862570579989,2.2112923085405,2.28829406566231,2.34965515386841,2.42430459268211,2.50658248493226,2.60052819123955,2.87480873438379,3.12899450909418,3.19159403639576,3.24512473547367,3.26413503920642,3.135806545909,3.01218949095495,3.00605924056849
